case_summaries,source
"A union filed a representation petition with the National Labor Relations Board seeking certification as bargaining agent for the full-time faculty members of certain schools of a private university. The university opposed the petition on the ground that all of its faculty members were managerial or supervisory personnel, and hence were not ""employees"" within the coverage of the National Labor Relations Act (29 USCS 151 et seq.). At hearings before a Board-appointed hearing officer, the evidence indicated that (1) a central administrative hierarchy served all of the university's schools, with ultimate authority vested in a Board of Trustees (2) university-wide policies were formulated by the central administration, with the Board of Trustees' approval, (3) individual schools within the university were substantially autonomous, and (4) the faculty at each school effectively determined the curriculum, grading system, admission and matriculation standards, academic calendars, and course schedules, and, furthermore, made recommendations, which were generally implemented, in every case of faculty hiring, tenure, sabbaticals, termination and promotion. Concluding that the faculty were professional employees entitled to the protection of the National Labor Relations Act (29 USCS 152(12)), the Board granted the union's petition and ordered an election (221 NLRB 1053). After the union won the election and was certified by the Board, the university refused to bargain. In a subsequent unfair labor practice proceeding, the Board ordered the university to bargain with the union (231 NLRB 597), and when the university still refused to bargain, the Board sought enforcement of its order in the United States Court of Appeals for the Second Circuit. The Court of Appeals denied the Board's petition, finding that the faculty were endowed with ""managerial status"" sufficient to remove them from the coverage of the National Labor Relations Act (582 F2d 686).",lexis
"A housing ordinance of East Cleveland, Ohio, in limiting occupancy of a dwelling unit to members of a single family, defines as a ""family"" only a few categories of related individuals, essentially parents and their children (the ""nuclear"" family). Upon trial in an Ohio state court, a woman who lived in her home with her son and two grandsons was convicted of violating the ordinance, because the grandsons were first cousins rather than brothers. The Court of Appeals of Ohio, Cuyahoga County, affirmed, rejecting the defendant's claim that the ordinance was unconstitutional. The Supreme Court of Ohio denied review.",lexis
"Seventeen white merchants filed suit in the Chancery Court of Hinds County, Mississippi, for losses sustained during a 7-year boycott of their businesses by black individuals and organizations seeking racial equality and integration, during which there were marches, picketing, threats, and several significant acts of boycott-related violence. The chancellor granted injunctive relief and imposed damage liability for all the merchants' lost earnings during the 7-year period, on the grounds of the tort of malicious interference with the merchants' businesses, violation of the state statutory prohibition against secondary boycotts, and violation of the state antitrust statute. The Mississippi Supreme Court affirmed in part and reversed and remanded in part. It ruled that the state secondary boycott statute and the state antitrust statute were inapplicable, but that there was common-law tort liability on the ground that the defendants had agreed to use force, violence, and threats to effectuate the boycott (393 So 2d 1290).",lexis
"A father and son farming in Michigan leased two incubators from a corporate lessor with its principal place of business in greater New York City, signing in Michigan a form lease which designated the wife of one of the corporate lessor's officers ""as agent for the purpose of accepting service of any process within the State of New York."" The corporate lessor later sued the lessees in the United States District Court for the Eastern District of New York for an alleged default in the payments due under the lease, and the United States marshal delivered two copies of the summons and complaint to the designated agent, who on the same day sent the summons and complaint to the lessees by certified mail. The District Court quashed service of the summons and complaint (30 FRD 3), and the Court of Appeals for the Second Circuit affirmed, on the ground that the lease did not create a valid agency for the receipt of service of process. (311 F2d 79.)",lexis
"Alleging violations of various federal statutes, including Title IX of the Education Amendments of 1972 (20 USCS 1681 et seq.), which prohibits sex discrimination in any education program or activity receiving federal financial assistance, a woman who claimed that she had been denied admission to the medical schools of certain universities because of her sex brought an action in the United States District Court for the Northern District of Illinois against the universities and various officials of their medical schools. Admitting for the sake of argument that the woman had been excluded from participation in the universities' education programs because of her sex and that such education programs had been receiving federal financial assistance at the time of her exclusion, the defendants' moved to dismiss the complaints. The District Court granted the motions, concluding that no private remedy could be inferred under Title IX because the statute did not expressly authorize a private right of action for a person injured by a violation of the statute (406 F Supp 1257). The United States Court of Appeals for the Seventh Circuit affirmed on appeal, agreeing that Title IX did not contain an implied private remedy (559 F2d 1063).",lexis
"In a suit brought by the National Association for the Advancement of Colored People, Inc. (NAACP) and another complainant in the United States District Court for the Eastern District of Virginia to restrain the enforcement of Chapters 31, 32, 33, 35, and 36 of the Virginia Acts of Assembly, 1956 Extra Session, a three-judge court struck down Chapters 31, 32, and 35, but abstained from passing on the validity of Chapters 33 and 36 pending an authoritative interpretation of the statutes by the Virginia courts. (159 F Supp 503.) The two complainants thereupon petitioned the Circuit Court of the City of Richmond to declare Chapters 33 and 36 inapplicable to their activities, or if applicable, unconstitutional, the NAACP making no reservation to the disposition of the entire case by the state court, and seeking a permanent injunction and a binding adjudication of all its claims. The Circuit Court held the statutes both applicable and constitutional. On appeal the Virginia Supreme Court of Appeals held Chapter 36 unconstitutional, but upheld Chapter 33, which expanded the definition of improper solicitation of legal business as described hereinafter. (202 Va 142, 116 SE2d 55.)",lexis
"The defendant was convicted in a Los Angeles Municipal Court for violating a municipal ordinance making it a criminal offense to distribute ""any hand-bill in any place under any circumstances,"" unless it had printed on it the names and addresses of the persons who prepared, distributed, or sponsored it. The Appellate Department of the Superior Court of the County of Los Angeles, the highest state court available to defendant, affirmed the conviction, rejecting his contention, timely made in both state courts, that the ordinance invaded his freedom of speech and press in violation of the Fourteenth and First Amendments to the Federal Constitution. (172 Cal App 2d Supp 797, 332 P2d 447.)",lexis
"In proceedings instituted by the Attorney General of Alabama in the State Circuit Court, Montgomery County, Alabama, it was sought to enjoin the National Association for the Advancement of Colored People, a foreign, nonprofit, membership corporation, from conducting further activities within the state, and to oust the association from the state. The state's claim was that the association had failed to qualify to do business within the state by complying with the statute requiring foreign corporations to file their corporate charters with the Secretary of State and designate a place of business and an agent to receive service of process. The State Circuit Court, in separate orders, (1) restrained the association, pendente lite, from engaging in further activities within the state or taking any steps to qualify itself to do business therein, and (2) required the association to produce records and papers, including the names and addresses of all of the association's Alabama members and agents. The association ultimately produced all the data called for by the production order, except its membership lists, as to which it contended that the state could not constitutionally compel disclosure. The State Circuit Court adjudged the association in contempt of the production order and imposed a fine therefor. The association's petitions for certiorari to review the contempt judgment were dismissed, on successive occasions, by the Supreme Court of Alabama, first, for insufficiency of the association's allegations, and second, on procedural grounds (265 Ala 699, 91 So2d 221; 265 Ala 349, 91 So2d 214).",lexis
"In a night encounter between two groups of boys, a boy in one group produced a gun and shot into the other group, killing one boy and seriously injuring another. The following evening, the defendant was found by detectives while he was sitting under a hair dryer at his mother's beauty parlor. The defendant, who emerged from the hair dryer with black curly hair, was taken into custody by the detectives as a suspect in the shooting. In response to questioning by the detectives, the defendant stated that on the previous day his hair had been reddish-brown, long, and combed straight back, and that he had gone to the beauty parlor to have his hair dyed black and curled in order to change his appearance. After the defendant was indicted by the state of Illinois on one count of murder and one count of attempted murder, and prior to his trial in the Circuit Court of Cook County, Illinois, the defendant moved to suppress the statements which he had made to the detectives regarding his hair, on the ground that such statements had been obtained in violation of the Federal Constitution's Fourth Amendment, since the detectives had lacked probable cause for their warrantless arrest of the defendant. The Circuit Court sustained the motion to suppress, and ruled that the statements were inadmissible. At trial, several boys from the group into which the shots had been fired made in-court identifications of the defendant--who at trial had black hair worn in a ""natural"" style--as the person responsible for the shooting, while each boy also testified that the person responsible for the shooting had had long, reddish, and slicked-back hair, and that the defendant had been seen several weeks before the shooting wearing his hair in such a style. The defendant did not testify in his defense, but a friend of his family was called as a defense witness, and testified that the defendant had had black hair on the day of the shooting. Over the defendant's objection, the state then sought to introduce the statements which the defendant had made to the detectives regarding his hair, for the purpose of impeaching the witness' testimony. After the court overruled the objection, one of the detectives testified as to the defendant's statements. The defendant was convicted on both counts. The convictions were reversed on appeal by the Appellate Court of Illinois, First District, Third Division, which concluded that (1) the exclusionary rule barred admission of the statements, and (2) the resulting constitutional error was not harmless (153 Ill App 3d 131, 505 NE2d 1118). On appeal, the Supreme Court of Illinois, reversing the judgment below and reinstating the defendant's convictions, ruled that the impeachment exception to the exclusionary rule--which permitted the prosecution in a criminal proceeding to introduce illegally obtained evidence in order to impeach a defendant's own testimony--should be expanded to allow the state to introduce illegally obtained evidence to impeach the testimony of defense witnesses other than the defendant (123 Ill 2d 523, 528 NE2d 723).",lexis
"The present suit was instituted in the United States District Court for the Northern District of Georgia by the plaintiff, who was qualified to vote in primary and general elections in a Georgia county, to restrain the use of the state's county unit system as a basis for counting votes in a Democratic primary for the nomination of a United States Senator and statewide officers. Plaintiff alleged that the use of the county unit system, which resulted in disproportionate vote weighting, violated the equal protection and due process clauses of the Fourteenth Amendment. The District Court, sitting as a three-judge court, held that the county unit system as applied violated the equal protection clause, but, in issuing an interlocutory injunction, allowed the county unit system to be used in weighting the votes if the system showed no greater disparity against a county than exists against any state in the conduct of national elections. (203 F Supp 158.) Thereafter the Democratic committee voted to hold the 1962 primary election for the statewide officers mentioned on a popular vote basis.",lexis
"The Santeria religion, a fusion of traditional African religion with elements of Roman Catholicism, practices animal sacrifice as a principal form of devotion. The primary purpose of such sacrifices, which occur during various rituals or ceremonies, is to make an offering to spirits, but the sacrificed animals are cooked and eaten except after certain rituals. In April 1987, a church practicing Santeria announced plans to open a house of worship in Hialeah, Florida. This announcement prompted the Hialeah city council to hold an emergency public meeting on June 9, 1987, at which meeting the council (1) adopted a resolution noting the concern expressed by city residents that ""certain religions"" might propose to engage in practices inconsistent with public morals, peace, or safety; and (2) approved an ordinance incorporating Florida's animal cruelty laws, which, among other things, subjected to criminal punishment whoever unnecessarily or cruelly killed any animal. At the council's request, the attorney general of Florida issued an opinion expressing the view that religious animal sacrifice was not a ""necessary"" killing and so was prohibited by state law. In September 1987, the council adopted (1) an ordinance (a) prohibiting the possession, sacrifice, or slaughter of an animal with the intent to use such animal for food purposes, which prohibition applied if the animal was killed in any type of ritual regardless of whether the animal was in fact consumed, and (b) containing an exemption for a killing for food, occurring during the course of a ritual, where such killing occurred in a properly zoned and licensed establishment and involved animals specifically raised for food purposes; (2) an ordinance prohibiting the sacrifice of animals, and defining sacrifice as the unnecessary killing of an animal in a public or private ritual or ceremony not for the primary purpose of food consumption; and (3) an ordinance (a) prohibiting the slaughter of animals outside of areas zoned for slaughterhouses, but (b) exempting any person, group, or organization that slaughtered or processed for sale small numbers of hogs or cattle per week in accordance with an exemption provided by state law. Claiming, among other things, that the city had violated the church's rights under the free exercise of religion clause of the Federal Constitution's First Amendment, the church and its president filed an action for declaratory, injunctive, and monetary relief in the United States District Court for the Southern District of Florida. After a bench trial, the District Court ruled for the city on the free exercise claim, expressing the view that (1) although the ordinances were not religiously neutral, their effect on the church's religious conduct was incidental to the ordinances' secular purpose and effect; (2) the ordinances were justified by the city's compelling interests in preventing health risks, preventing emotional injury to children, protecting animals from cruel and unnecessary killing, and restricting the slaughter of animals to areas zoned for slaughterhouse use; and (3) any more narrow restrictions would be unenforceable because of the secret nature of the Santeria religion (723 F Supp 1467). The United States Court of Appeals for the Eleventh Circuit affirmed (936 F2d 586).",lexis
"This case presented the issue whether a state constitutional provision disenfranchising those persons convicted of, among other offenses, ""any crime involving moral turpitude"" violated the equal protection clause of the Fourteenth Amendment, as applied to misdemeanants. Two prospective voters, one white and one black, who had been blocked from the voter rolls pursuant to the provision because they each had been convicted of presenting a worthless check, a misdemeanor determined to be a crime involving moral turpitude, sought declaratory and injunctive relief in Federal District Court. The District Court denied relief, and on appeal, the United States Court of Appeals for the Eleventh Circuit reversed, holding that under the evidence discriminatory intent was a motivating factor in the adoption of the provision and there could be no finding of a permissible intent, and that the provision would not have been enacted in the absence of the racially discriminatory motivation. The court also implicitly found the evidence of discriminatory impact indisputable, and concluded that the provision as applied to misdemeanants violated the Fourteenth Amendment (730 F2d 614).",lexis
"The present action was brought in the United States District Court for the District of Massachusetts for the purpose of obtaining, among other relief, a declaration that the Massachusetts Sunday Closing Laws were unconstitutional as applied to plaintiff, a corporation operating a kosher super market, whose stockholders, officers, and directors were members of the Orthodox Jewish faith. The District Court, composed of three judges, granted relief, one judge dissenting. (176 F Supp 466.)",lexis
"A student addressed a crowd, including Negroes, through a loud-speaker system from a box on the sidewalk, making derogatory remarks concerning public officials and indicating that Negroes should rise up in arms and fight for equal rights. In view of the excitement aroused by his speech, the police requested him to stop speaking, but he ignored these requests.",lexis
"An attorney who was engaged in private practice in South Carolina, who was also affiliated with the American Civil Liberties Union (ACLU)--an organization engaging in litigation involving substantial civil liberties questions as a vehicle for effective political expression and association, as well as a means of communicating useful information to the public--addressed a gathering of women concerning their legal rights as persons who had been sterilized as a condition to their receipt of public medical assistance. After the meeting, the ACLU told the attorney that it was willing to provide legal representation for the women who had been sterilized. Upon receiving information that one of the women in attendance at the meeting desired to institute suit against the physician who had performed her sterilization, the attorney apprised that woman by mail of the ACLU's offer. Subsequently, a complaint was filed with the Board of Commissioners on Grievances and Discipline of the Supreme Court of South Carolina, charging that the attorney had engaged in solicitation in violation of the Canons of Ethics for attorneys by sending the letter. In its report, a panel of the Board recommended that the attorney be found guilty of soliciting a client on behalf of the ACLU in violation of the Disciplinary Rules for attorneys. The full Board, after a hearing, approved the panel report and administered a private reprimand. The Supreme Court of South Carolina adopted the findings and conclusions of the panel report and increased the sanction against the attorney to a public reprimand (268 SC 259, 233 SE2d 301).",lexis
"An officer of a labor union was indicted on a charge of falsely swearing, in an affidavit filed with the National Labor Relations Board, that he was not a member of, nor affiliated with, the Communist Party. At his trial in the United States District Court for the Western District of Texas he moved for orders directing an inspection of reports made to the FBI by two government witnesses as to events and activities to which they had testified at the trial. His motions were denied and he was convicted. His conviction was affirmed by the United States Court of Appeals for the Fifth Circuit (226 F2d 540, 553), holding that the defendant was not entitled to production of these reports, since a preliminary foundation of inconsistency between the contents of the reports and the trial testimony of the government witnesses was not laid.",lexis
"German Nationals, taken into custody in China by the United States Army after the Japanese surrender, were tried and convicted by a military commission, sitting in China, of violating laws of war by engaging in, permitting, or ordering continued military activity against the United States after surrender of Germany and before surrender of Japan. They are serving their sentence in Germany in custody of the Commanding General, European Command.",lexis
"The representative of an employer conducted an investigatory interview with one of the employer's workers regarding the employee's suspected theft of food from the employer. During the interview the employee requested that the union shop steward or some other union representative be called to the interview, but her several requests for such representation were denied. An unfair labor practice proceeding was brought, and the National Labor Relations Board held that the employer's denial of the employee's request for union representation at the interview, which interview the employee reasonably believed might result in disciplinary action, constituted an unfair labor practice under 8(a)(1) of the National Labor Relations Act (29 USCS 158(a)(1)) since the denial of representation at the interview interfered with, restrained, and coerced the individual right of employees, protected by 7 of the Act (29 USCS 157), to engage in concerted activities for mutual aid or protection (202 NLRB 446). The United States Court of Appeals for the Fifth Circuit, holding that the Board's present construction of 7 of the Act, contrary to its prior construction, was impermissible, refused to enforce the Board's order which directed that the employer cease and desist from requiring an employee to take part in an investigatory interview without union representation if the employee requested representation and reasonably feared disciplinary action (485 F2d 1135).",lexis
"In order to control subsidence damage caused by mining operations, a Pennsylvania statute and implementing regulations required coal mine operators (1) to leave a certain amount of coal in the ground for support under certain surface structures, including publicly used buildings, cemeteries, and perennial streams, and (2) to repair or pay for the repair of subsidence damage to such structures, on pain of losing their mining permits, even if the surface owners or their predecessors had waived any claim to such damages. Individual coal companies and an industry association filed an action in the United States District Court for the Western District of Pennsylvania in which they claimed that the statute was invalid on its face and sought to enjoin its enforcement, on the grounds that these provisions (1) constituted an impairment of contract obligations, in violation of the contract clause of the Federal Constitution (Art I, 10, cl 1), by not allowing mine operators to enforce the damage waivers, and (2) constituted a ""taking"" of property without just compensation, in violation of the Fifth Amendment, because they deprived the mine operators of the ""support estate"" which state law recognized as a property interest separate from surface and mineral rights. The District Court granted summary judgment in favor of the defendant state officials, as it held that the statute (1) did not violate the contract clause, though it did impair contractual relations, because it was reasonably related to a legitimate public purpose, and (2) did not effect a ""taking"" within the meaning of the takings clause because it did not destroy the entire bundle of rights in the ""support estate"" and, unlike the similar statute invalidated in Pennsylvania Coal Co. v Mahon (1922) 260 US 393, 67 L Ed 322, 43 S Ct 158, 28 ALR 1321, had the expressed purpose of protecting public health and safety (581 F Supp 511). In affirming that judgment, the United States Court of Appeals for the Third Circuit (1) agreed that the Pennsylvania Coal case was not controlling, and (2) ruled that the ""support estate"" was only part of a broader bundle of rights which invariably included either surface or mineral rights and which had not been entirely taken (771 F2d 707).",lexis
"The Port Authority of New York and New Jersey was created under a bistate compact--consented to by Congress pursuant to the Federal Constitution's compact clause (Art I, 10, cl 3)--as a fiscally independent entity, with funds derived primarily from private investors, which was intended to coordinate terminal, transportation, and other commercial facilities in the port of New York area. Two employees of a commuter railroad that was a wholly owned subsidiary of the Port Authority (1) were injured in the course of their employment; and (2) filed separate personal injury actions in the United States District Court for the District of New Jersey under the Federal Employers' Liability Act (FELA), 45 USCS 51 et seq., which governs injuries to railroad workers. The actions were filed within the 3-year FELA time limit provided under 45 USCS 56, but not within the 1-year limit specified in the states' statutory consent to sue the Port Authority. The District Court (1) expressed the view that the railroad (a) was entitled the immunity from suit in federal court enjoyed by the states of New York and New Jersey under the Constitution's Eleventh Amendment, and (b) could be sued in federal court only within the 1-year time frame allowed by those states; and (2) dismissed both actions (809 F Supp 1172 and 813 F Supp 1095). The United States Court of Appeals for the Third Circuit consolidated the cases and summarily affirmed the District Court's judgments (8 F3d 811).",lexis
"Petitioner was tried on charges alleging that he distributed 50 grams or more of cocaine base in violation of former 21 U.S.C.S. ¬ß 841(a)(1) and (b)(1)(A)(iii), distributed powder cocaine in violation of former 21 U.S.C.S. ¬ß 841(a)(1), and possessed a firearm with an obliterated serial number in violation of 18 U.S.C.S. ¬ß 922(k). During his trial he asked the court to instruct the jury that, in order to find him guilty of distributing ""cocaine base,"" it had to find that his offense involved crack cocaine. The district court rejected that request and instructed the jury that crack cocaine was a form of cocaine base. The jury found petitioner guilty of distributing cocaine base and powder cocaine. The court of appeals, affirming, rejected petitioner's argument that ¬ß 841(b)(1)(A)(iii) should be read only to apply to offenses involving crack cocaine. The Supreme Court granted certiorari to resolve a longstanding division in authority among the courts of appeals. The Court held that the term ""cocaine base"" as used in ¬ß 841(b)(1) meant not just ""crack cocaine,"" but cocaine in its chemically basic form.",lexis
"Two Iowa convicts whose paroles were revoked by the Iowa Board of Parole filed habeas corpus petitions in the United States District Court for the Southern District of Iowa, alleging that they were denied due process because their paroles were revoked without a hearing. The District Court denied the petitions on the ground that due process did not require a prerevocation hearing, and the United States Court of Appeals for the Eighth Circuit affirmed (443 F2d 942).",lexis
"The United States District Court for the Central District of California ordered the petitioners to appear before a grand jury and to answer its questions under a grant of immunity. The immunity was based upon a provision of the Organized Crime Control Act of 1970 stating that neither the compelled testimony nor any information directly or indirectly derived from such testimony could be used against the witness. Notwithstanding the grant of immunity, the petitioners refused to answer the grand jury's questions and were found in contempt. The United States Court of Appeals for the Ninth Circuit affirmed (440 F2d 954), rejecting the petitioners' contention that it violated their constitutional privilege against self-incrimination to compel them to testify without granting them transactional immunity from prosecution for any offense to which the compelled testimony might relate.",lexis
"Pawtucket residents and individual members of the Rhode Island affiliate of the American Civil Liberties Union, and the affiliate itself, brought suit in the United States District Court for the District of Rhode Island, challenging the City of Pawtucket's inclusion of a creche or nativity scene in the city's Christmas display in a park owned by a nonprofit organization and located in the heart of the shopping district. The District Court held that the city's inclusion of the creche in the display violated the First Amendment's establishment clause made binding on the states through the Fourteenth Amendment, and permanently enjoined the city from including the creche in the display (525 F Supp 1150). The United States Court of Appeals for the First Circuit affirmed (691 F2d 1029).",lexis
"An attorney who had been appointed by the United States District Court for the District of North Dakota to represent a defendant under the Criminal Justice Act submitted, after completing his assignment, a claim for more than $ 1000 for services and expenses, and as required by a provision of the Act (18 USCS 3006A(d)(3)), the Chief Judge of the United States Court of Appeals for the Eighth Circuit reviewed the claim and, finding it to be insufficiently documented, returned it with a request for additional documentation. The attorney subsequently filed a supplemental application, but the Chief Judge's secretary again returned the application, stating that the proffered documentation was unacceptable. At the suggestion of the District Judge's secretary, the attorney wrote a letter to that secretary in which he declined to submit further documentation, refused to accept further assignments under the Act, and criticized the administration of the Act. The District Judge forwarded the letter to the Chief Judge, who, upon failure to receive an apology from the attorney, issued an order to show cause why the attorney should not be suspended. Following the hearing on the show-cause order, during which the attorney again refused to apologize for the letter, the attorney was suspended from the practice of law in the federal courts in the Circuit for six months (734 F2d 334).",lexis
"A distributor of milk in Massachusetts who had two receiving stations in eastern New York, sought from the New York State Commissioner of Agriculture and Markets, as required by New York law, a license for a third station, which the Commissioner was authorized to withhold unless satisfied ""that the issuance of the license will not tend to a destructive competition in a market already adequately served, and that the issuance of the license will be in the public interest.""",lexis
"Under particular conditions, the Bail Reform Act of 1984 (18 USCS 3141 et seq.) permits a federal court to detain an arrestee without bail, pending trial, on the ground of such an arrestee's dangerousness to any other person and to the community. Two defendants were arrested after being indicted on numerous counts of racketeering activity--including fraud, extortion, gambling, and conspiracy to commit murder--as well as other federal crimes. At a hearing pursuant to the Bail Reform Act in the United States District Court for the Southern District of New York, the Federal Government presented evidence--contested by the defendants--that (1) the defendants were a ""boss"" and a ""captain,"" respectively, in an organized crime ""family""; (2) both defendants had participated in conspiracies to aid their illegitimate enterprises through violent means; and (3) one defendant had personally participated in two murder conspiracies. The District Court (1) granted the government's motion for pretrial detention under the Act on the grounds of dangerousness, and (2) expressed the view that the evidence of the two defendants' present danger to the community was overwhelming (631 F Supp 1364). On appeal, the United States Court of Appeals for the Second Circuit ruled that the District Court's pretrial detention order ought to be vacated, expressing the view that (1) pretrial detention of the two defendants on the ground of dangerousness met the Act's statutory conditions; but (2) the Bail Reform Act's authorization of pretrial detention on the ground of dangerousness to the community was repugnant to the Federal Constitution's concept of substantive due process, which concept, the Court of Appeals reasoned, prohibited a total deprivation of liberty simply as a means of preventing future crimes (794 F2d 64).",lexis
"An individual was charged with killing a person in the course of a burglary. The accused initially was found incompetent by a pretrial judge in an Oklahoma state trial court and committed to a state mental health facility for treatment, but after being released some 3 months later, the accused was found competent to stand trial by a trial judge despite conflicting expert testimony. The trial judge again found the accused to be competent at a subsequent pretrial hearing despite being advised by the accused's counsel that the accused was behaving oddly and was refusing to communicate with him. On the first day of trial, the accused's bizarre behavior prompted the court to conduct another competency hearing, during which (1) evidence was presented that the accused (a) feared that his defense attorney was trying to kill him, and (b) was trying to keep as far away from his attorney as possible, and (2) a psychologist testified that the accused was presently incompetent and unable to communicate effectively with counsel. Ruling against the accused, the trial judge stated that the accused had not carried the burden of showing clear and convincing evidence of his incompetency. The accused did not communicate with or sit near his defense counsel during the trial, and through much of the proceedings, the accused remained in prison overalls, crouching in the fetal position and talking to himself. The accused's counsel moved for a mistrial or a renewed competency investigation. The court summarily denied the motions, and the accused was convicted of first-degree murder and sentenced to death. On appeal, the Oklahoma Court of Criminal Appeals, affirming, rejected the accused's contention that Oklahoma's presumption of competence, combined with the requirement of an Oklahoma statute that a criminal defendant establish incompetence by clear and convincing evidence, placed such an onerous burden on the accused as to violate the accused's right to due process of law under the Federal Constitution's Fourteenth Amendment (889 P2d 293).",lexis
A minister of Jehovah's Witnesses was convicted in the state courts for violating a municipal ordinance by addressing an orderly meeting of his congregation in a public park. The state conceded that the ordinance did not prohibit church services in the park.,lexis
"A state trial court allowed respondent to defend himself pro se against the charge of robbery, and also appointed standby counsel to assist respondent in his defense. Following his conviction, respondent moved for a new trial on the ground that his standby counsel had unfairly interfered with his presentation of his defense, but this motion was denied. After exhausting direct appellate and state habeas corpus review, respondent filed a petition for habeas corpus relief in a federal District Court, contending that standby counsel's conduct deprived him of his right to present his own defense as guaranteed by the Sixth Amendment to the Federal Constitution. The District Court denied the petition, but the United States Court of Appeals for the Fifth Circuit reversed, holding that the respondent's Sixth Amendment right of self-representation was violated by the unsolicited participation of overzealous standby counsel (681 F2d 266).",lexis
"A defendant was tried in the United States District Court for the District of New Mexico for the felony charge of sexual abuse of a child, his daughter, who was age 4 at the time of the alleged crime, which allegedly occurred on an Indian reservation. The defendant and the child's mother were divorced, and, while the defendant had primary physical custody of the daughter, the mother was awarded custody for the summer of 1990. The prosecution's theory was that the defendant committed assaults upon his daughter while she was in his custody and that the crime was disclosed when the child was spending vacation time with her mother. The defense argued that the allegations were concocted so that the child would not be returned to her father. At the time of trial the child was 6 1/2 years old. After she testified and was cross-examined, the prosecution produced six witnesses who testified as to statements that the child had made describing the sexual assaults. The first of those statements was allegedly made on August 22, 1990, to a babysitter, the mother reported the alleged offense on August 27, two witnesses testified to a statement made on August 27, and other witnesses testified to statements made at later times. The District Court admitted all of the statements under Rule 801(d)(1)(B) of the Federal Rules of Evidence--which describes statements which are not hearsay--on the basis that the statements rebutted the implicit charge that the child's testimony was motivated by a desire to live with her mother. The defendant was convicted, and, on appeal, the United States Court of Appeals for the Tenth Circuit affirmed, expressing the view that (1) the child's out-of-court statements were admissible under Rule 801(d)(1)(B) even though they had been made after the child's alleged motive to fabricate arose; (2) while some courts required a declarant's prior consistent statements to have been made before the alleged motive or influence arose, the premotive requirement was a function of the relevancy rules, not the hearsay rules; and (3) under a Rule 801(d)(1)(B) balancing approach which weighed the probative value of particular statements against their prejudicial effect, the district judge had not abused his discretion in admitting the child's out-of-court statements (3 F3d 342).",lexis
"The plaintiff, suing for injunctive and other relief in the United States District Court for the Eastern District of Missouri, alleged that the defendants had refused to sell him a home solely because he was a Negro, and that such refusal violated the provision of an 1866 federal statute (42 USC 1982) that all citizens shall have the same right as is enjoyed by white citizens to purchase real property. The District Court sustained the defendants' motion to dismiss the complaint (255 F Supp 115), and the Court of Appeals for the Eighth Circuit affirmed, holding that 1982 applied only to state action and did not reach private refusals to sell. (379 F2d 33.)",lexis
"An enrolled member of the Navajo tribe, who lived on the Navajo reservation in Arizona and derived all her 1967 income from within the Navajo reservation, sued in the Superior Court of Apache County, Arizona, on behalf of herself and those similarly situated, for a refund of withheld Arizona income taxes and a declaration that the state income tax was unlawful as applied to reservation Indians. The complaint was dismissed and the Court of Appeals of Arizona affirmed (14 Ariz App 452, 484 P2d 221).",lexis
"A suspect who fit the so-called ""drug courier profile"" was approached at an airport by two detectives. Upon request, but without oral consent, the suspect produced for the detectives his airline ticket and his driver's license. The detectives, without returning the airline ticket and license, asked the suspect to accompany them to a small room approximately 40 feet away, and the suspect went with them. Without the suspect's consent, a detective retrieved the suspect's luggage from the airline and brought it to the room. When the suspect was asked if he would consent to a search of his suitcases, the suspect produced a key and unlocked one of the suitcases, in which drugs were found. The suspect did not object when a detective pried open a second suitcase, in which more marijuana was found. The suspect was then told that he was under arrest. A Florida trial court convicted the suspect for felony possession of marijuana after finding that the suspect's consent to the search was freely and voluntarily given and that the warrantless search was reasonable. The Florida District Court of Appeal for the Third District reversed, holding that the suspect was being illegally detained at the time of his purported consent to the search of his luggage, and that the consent to search was therefore invalid because tainted by the unlawful confinement (389 So 2d 1007).",lexis
"The investors alleged that petitioners failed to disclose reports of a possible link between its leading product, a cold remedy, and loss of smell, rendering statements made by the company misleading. The company contended that the investors failed to plead both the element of a material misrepresentation or omission and the element of scienter because the investors did not allege that the reports received by the company reflected statistically significant evidence that the product caused anosmia. The Court determined that the investors stated a claim. An allegation of statistical significance was not required to establish materiality or scienter. The investors adequately pleaded materiality under the ""total mix"" standard because, inter alia, (1) the information provided to the company by medical experts revealed a plausible causal relationship between the product and anosmia, and (2) the complaint alleged facts suggesting a significant risk to the commercial viability of the company's leading product. The investors adequately pleaded scienter by alleging that the company elected not to disclose the reports because it understood their likely effect on the market.",lexis
"The defendant, on pleading guilty, was convicted of common-law robbery in the Circuit Court of Mobile County, Alabama, and after a trial by jury to determine the punishment, was sentenced to die. On automatic appeal the Alabama Supreme Court affirmed, and unanimously rejected the defendant's argument that a sentence of death for common-law robbery was cruel and unusual punishment within the meaning of the Federal Constitution, but four of the seven justices on their own motion discussed the constitutionality of the process by which the trial judge had accepted the defendant's guilty plea, and three of these four justices dissented from the affirmance on the ground that the record was inadequate to show that the defendant had intelligently and knowingly pleaded guilty (281 Ala 659, 207 So 2d 412).",lexis
